[00:09:28.600 --> 00:09:31.100]  今天的話大概我們是從兩個維度
[00:54:41.700 --> 00:54:44.700]  一定不可以弱勢思維
[00:54:44.700 --> 00:54:47.700]  必須給我永遠把這個什麼
[00:54:47.700 --> 00:54:49.700]  謀定在強勢的方向
[00:54:49.700 --> 00:54:51.700]  一定永遠謀定在強勢的方向
[00:54:51.700 --> 00:54:54.700]  強勢的思維裡面還有一點體現在什麼
[00:54:54.700 --> 00:54:56.700]  漲幅榜是不是強者思維
[00:54:56.700 --> 00:54:59.700]  為什麼那麼多股票
[00:54:59.700 --> 00:55:02.700]  它能夠冒尖是不是強者思維
[00:55:02.700 --> 00:55:04.700]  大家思考一下
[00:55:04.700 --> 00:55:07.700]  但是強完之後我們說強有哪有幾種吧
[00:55:07.700 --> 00:55:09.700]  有強如枝木還有什麼
[00:55:09.700 --> 00:55:11.700]  強打出頭鳥
[00:55:11.700 --> 00:55:14.700]  還有什麼強者很強對不對
[00:55:14.700 --> 00:55:17.700]  是不是強字的主詞有很多種
[00:55:17.700 --> 00:55:19.700]  那跟我們機會也是一樣的
[00:55:19.700 --> 00:55:22.700]  這個強是強如枝木你要有判斷力
[00:55:22.700 --> 00:55:26.700]  這個強是強打出頭鳥你要有判斷力
[00:55:26.700 --> 00:55:29.700]  這個強是強者很強你要有判斷力對不對
[00:55:29.700 --> 00:55:32.700]  但是不管怎麼樣他首先要敢強
[00:55:32.700 --> 00:55:34.700]  因為一個現在的不管是板塊也好
[00:55:34.700 --> 00:55:36.700]  或者是個股也好
[00:55:36.700 --> 00:55:39.700]  他連怎麼就漲幅榜的那個方向
[00:55:39.700 --> 00:55:42.700]  你都不敢去衝擊的就叫弱者
[00:55:42.700 --> 00:55:45.700]  所以OK大家說現在股票很多板塊很多
[00:55:45.700 --> 00:55:48.700]  我們要關注的只關注強者
[00:55:48.700 --> 00:55:51.700]  副盤只副盤什麼強的
[00:55:51.700 --> 00:55:52.700]  大家明白我的意思嗎
[00:55:52.700 --> 00:55:54.700]  所以你的功課是不多的
[00:55:54.700 --> 00:55:55.700]  你也不會那麼辛苦的
[00:55:55.700 --> 00:55:57.700]  你就是說白了漲幅榜裡面
[00:55:57.700 --> 00:55:59.700]  比如說板塊只是你們漲幅榜看
[00:55:59.700 --> 00:56:02.700]  這個板塊符不符合我們所說的板塊走三呢
[00:56:02.700 --> 00:56:04.700]  不符合就是短線
[00:56:04.700 --> 00:56:06.700]  符合我就盯著它在做分析
[00:56:06.700 --> 00:56:08.700]  大家明白我的意思沒有
[00:56:08.700 --> 00:56:11.700]  那麼這個時候在跌幅榜的板塊要不要去花功夫
[00:56:11.700 --> 00:56:12.700]  不要
[00:56:12.700 --> 00:56:16.700]  跌幅榜的板塊什麼時候你蹦到漲幅榜我在看
[00:56:16.700 --> 00:56:17.700]  大家明白我的意思沒有
[00:56:17.700 --> 00:56:20.700]  就我現在跟大家分享的可能很多思路
[00:56:20.700 --> 00:56:22.700]  跟我們原來是有一些
[00:56:22.700 --> 00:56:24.700]  就是我覺得思維上是有很大的一個轉變的
[00:56:24.700 --> 00:56:26.700]  強者思維
[00:56:26.700 --> 00:56:29.700]  第二個博弈思維你看博弈思維又回到了
[00:56:29.700 --> 00:56:31.700]  強者勝勇者出
[00:56:31.700 --> 00:56:33.700]  特別是我在跟大家分享買點的時候
[00:56:33.700 --> 00:56:35.700]  卡得很牢的
[00:56:35.700 --> 00:56:39.700]  買完之後的返包的回彩都有回彩的要求的
[00:56:39.700 --> 00:56:40.700]  回彩點就不能破
[00:56:40.700 --> 00:56:42.700]  破回彩點就不是強者
[00:56:42.700 --> 00:56:47.700]  就是博弈思維就回到陰陽K線的一個轉變
[00:56:47.700 --> 00:56:49.700]  比如說我就舉個例子
[00:56:49.700 --> 00:56:57.700]  我在看這個的時候
[00:56:57.700 --> 00:56:59.700]  在這
[00:56:59.700 --> 00:57:01.700]  在看這
[00:57:02.700 --> 00:57:05.700]  這就是我跟大家說主說的博弈思維
[00:57:05.700 --> 00:57:06.700]  博弈思維體現在這
[00:57:06.700 --> 00:57:08.700]  這是個坑底打下來
[00:57:08.700 --> 00:57:11.700]  我們要觀察就是我那麼會跟大家分享就是點
[00:57:11.700 --> 00:57:12.700]  先點一下
[00:57:12.700 --> 00:57:14.700]  觀察這個橫盤的K線
[00:57:14.700 --> 00:57:17.700]  陰陽博弈就是陰陽陽線
[00:57:17.700 --> 00:57:19.700]  陰線陽線
[00:57:19.700 --> 00:57:21.700]  陰線陽線
[00:57:21.700 --> 00:57:23.700]  陰線陽線
[00:57:23.700 --> 00:57:26.700]  變成了什麼是不是回到了強者思維
[00:57:26.700 --> 00:57:28.700]  大家呢
[00:57:28.700 --> 00:57:31.700]  我現在覺得我有些東西我也講不清楚
[00:57:31.700 --> 00:57:33.700]  就是我盡我的力去表達
[00:57:33.700 --> 00:57:34.700]  大家明白我的意思沒有
[00:57:34.700 --> 00:57:36.700]  就是陰陽思維博弈思維
[00:57:36.700 --> 00:57:39.700]  你在買的時候你必須給我去看
[00:57:39.700 --> 00:57:40.700]  這個過程
[00:57:40.700 --> 00:57:43.700]  因為它不是不是一一下就完成了嗎對不對
[00:57:43.700 --> 00:57:44.700]  大家可以
[00:57:44.700 --> 00:57:47.700]  你們新朋友來我們第一排的新朋友們看到
[00:57:47.700 --> 00:57:48.700]  這個陽線和陰線
[00:57:48.700 --> 00:57:51.700]  這個陽線的力量在陰線的力量大
[00:57:51.700 --> 00:57:54.700]  所以它沒有達到強
[00:57:54.700 --> 00:57:57.700]  沒有達到強就達不到
[00:57:57.700 --> 00:57:58.700]  就不具備走出什麼
[00:57:58.700 --> 00:58:00.700]  我們的要求是什麼
[00:58:01.700 --> 00:58:04.700]  單邊組繩的第一個信號首先是強吧
[00:58:04.700 --> 00:58:07.700]  最微觀的強是K線
[00:58:07.700 --> 00:58:08.700]  對不對
[00:58:08.700 --> 00:58:10.700]  如果第一個微觀的K線都不夠強
[00:58:10.700 --> 00:58:13.700]  我怎麼能夠看得出它走不出這個強呢
[00:58:13.700 --> 00:58:15.700]  單邊組繩是一個波段
[00:58:15.700 --> 00:58:17.700]  是一算對不對
[00:58:17.700 --> 00:58:18.700]  大家想想看
[00:58:18.700 --> 00:58:20.700]  單邊組繩是不是一段
[00:58:20.700 --> 00:58:22.700]  一段首先第一根很重要
[00:58:22.700 --> 00:58:24.700]  這個細節點多我剛剛講的
[00:58:24.700 --> 00:58:25.700]  不夠
[00:58:25.700 --> 00:58:26.700]  所以你看它上去下來
[00:58:26.700 --> 00:58:29.700]  這裡陽線和陰線是不是還不夠
[00:58:29.700 --> 00:58:30.700]  上去又下來
[00:58:30.700 --> 00:58:32.700]  這個陽線它雖然是反
[00:58:32.700 --> 00:58:33.700]  反也是陽線
[00:58:33.700 --> 00:58:34.700]  你不要看它一個掌頂板這樣
[00:58:34.700 --> 00:58:36.700]  哎呀我覺得害怕
[00:58:36.700 --> 00:58:38.700]  掌頂板是不是最強的陽線
[00:58:38.700 --> 00:58:39.700]  不是
[00:58:39.700 --> 00:58:41.700]  大家看我現在是不是這樣
[00:58:41.700 --> 00:58:44.700]  它跟這個陰線對比
[00:58:44.700 --> 00:58:46.700]  是不是很強的一個變化
[00:58:46.700 --> 00:58:48.700]  我就先影射一下
[00:58:48.700 --> 00:58:49.700]  回頭我慢慢來展開
[00:58:49.700 --> 00:58:53.700]  就是關於博弈思維
[00:58:53.700 --> 00:58:54.700]  就是博弈思維
[00:58:54.700 --> 00:58:56.700]  強者勝勇者出
[00:58:56.700 --> 00:58:59.700]  不強不戰
[00:58:59.700 --> 00:59:02.700]  這就是我前面所講的這一句話
[00:59:02.700 --> 00:59:03.700]  聖兵
[00:59:03.700 --> 00:59:04.700]  我們還沒有跟他講
[00:59:04.700 --> 00:59:06.700]  那個哥哥為什麼選擇他的什麼
[00:59:06.700 --> 00:59:07.700]  就是陣型
[00:59:07.700 --> 00:59:08.700]  對吧
[00:59:08.700 --> 00:59:10.700]  就是為何選擇他的陣型
[00:59:10.700 --> 00:59:11.700]  我沒講
[00:59:11.700 --> 00:59:13.700]  就是我們後面慢慢來展開
[00:59:13.700 --> 00:59:16.700]  那麼他取得陣型之後再來什麼
[00:59:16.700 --> 00:59:17.700]  宣戰
[00:59:17.700 --> 00:59:18.700]  在古詩上的宣戰是什麼
[00:59:18.700 --> 00:59:21.700]  強者勝勇者出
[00:59:21.700 --> 00:59:23.700]  陽線進攻
[00:59:23.700 --> 00:59:24.700]  對不對
[00:59:24.700 --> 00:59:25.700]  陽線進攻
[00:59:25.700 --> 00:59:28.700]  所以結合起來
[00:59:28.700 --> 00:59:30.700]  最後還有很重要
[00:59:30.700 --> 00:59:34.700]  我畫紅色的很重要的就是實際思維
[00:59:34.700 --> 00:59:38.700]  我覺得實際思維是我們大部分的
[00:59:38.700 --> 00:59:39.700]  就是其實稱職的價值
[00:59:39.700 --> 00:59:41.700]  只有這四個字
[00:59:41.700 --> 00:59:42.700]  我跟大家說實話
[00:59:42.700 --> 00:59:44.700]  就是我們每一個月268的
[00:59:44.700 --> 00:59:47.700]  這個一年3000多塊錢的價值
[00:59:47.700 --> 00:59:49.700]  就在實質思維
[00:59:49.700 --> 00:59:52.700]  我也沒跟大家講很多說方向
[00:59:52.700 --> 00:59:53.700]  因為我講不出方向
[00:59:53.700 --> 00:59:55.700]  我重點就跟大家講實質
[00:59:55.700 --> 00:59:56.700]  大家應該也可以感受到了
[00:59:56.700 --> 00:59:57.700]  對不對
[00:59:57.700 --> 00:59:59.700]  實質思維為什麼我在堅持
[00:59:59.700 --> 01:00:01.700]  其實我也可以不堅持的
[01:00:01.700 --> 01:00:02.700]  大家有需要
[01:00:02.700 --> 01:00:04.700]  我也是堅持在做
[01:00:04.700 --> 01:00:06.700]  為什麼我在堅持呢
[01:00:06.700 --> 01:00:07.700]  就是很多人
[01:00:07.700 --> 01:00:10.700]  你們哪怕是把這些學得很好
[01:00:10.700 --> 01:00:12.700]  但是這個沒有
[01:00:12.700 --> 01:00:13.700]  你還會出問題
[01:00:13.700 --> 01:00:15.700]  該賣飛的時候賣飛
[01:00:15.700 --> 01:00:17.700]  該出的時候不出
[01:00:17.700 --> 01:00:20.700]  該拿的時候不拿
[01:00:20.700 --> 01:00:22.700]  這是實質思維
[01:00:22.700 --> 01:00:23.700]  大家認同吧
[01:00:23.700 --> 01:00:25.700]  其實我只在做這一件事
[01:00:25.700 --> 01:00:26.700]  我說實話圈子服務
[01:00:26.700 --> 01:00:27.700]  只做這一件事
[01:00:27.700 --> 01:00:29.700]  就是實局
[01:00:29.700 --> 01:00:30.700]  這個什麼樣的實局
[01:00:30.700 --> 01:00:31.700]  現在正當的實局
[01:00:31.700 --> 01:00:33.700]  共振下跌的實局
[01:00:33.700 --> 01:00:34.700]  什麼樣的實局
[01:00:34.700 --> 01:00:36.700]  你就知道你應該怎麼做了
[01:00:36.700 --> 01:00:37.700]  大家認同吧
[01:00:37.700 --> 01:00:39.700]  但是實局思維這個呢
[01:00:39.700 --> 01:00:40.700]  不是
[01:00:40.700 --> 01:00:42.700]  我覺得可能有些朋友
[01:00:42.700 --> 01:00:43.700]  有具備這個能力
[01:00:43.700 --> 01:00:44.700]  但是它也不是說
[01:00:44.700 --> 01:00:46.700]  一朝一夕能夠形成的
[01:00:46.700 --> 01:00:49.700]  實事等事造事順勢而為
[01:00:49.700 --> 01:00:53.700]  然後我們慢慢講吧
[01:00:53.700 --> 01:00:54.700]  什麼實事等等的
[01:00:54.700 --> 01:00:56.700]  這是我們的造事
[01:00:56.700 --> 01:00:57.700]  順勢而為
[01:00:57.700 --> 01:00:58.700]  這四個字你們好好去感受
[01:00:58.700 --> 01:01:01.700]  特別是加上
[01:01:01.700 --> 01:01:03.700]  加上大天主上
[01:01:03.700 --> 01:01:05.700]  加上強者勝勇者出
[01:01:05.700 --> 01:01:07.700]  你再去好好感受順勢而為
[01:01:07.700 --> 01:01:08.700]  因為我不知道大家
[01:01:08.700 --> 01:01:09.700]  有沒有一個毛病
[01:01:09.700 --> 01:01:11.700]  就是比如像剛才那個股票
[01:01:11.700 --> 01:01:13.700]  出現那個陽線是一個漲名板
[01:01:13.700 --> 01:01:14.700]  不敢買了
[01:01:14.700 --> 01:01:15.700]  有沒有這種毛病
[01:01:15.700 --> 01:01:16.700]  有
[01:01:16.700 --> 01:01:18.700]  對吧
[01:01:18.700 --> 01:01:20.700]  然後第二天往下打那個陽線的
[01:01:20.700 --> 01:01:21.700]  那個三分之一的時候
[01:01:21.700 --> 01:01:22.700]  不敢買
[01:01:22.700 --> 01:01:24.700]  是不是有這種問題
[01:01:24.700 --> 01:01:26.700]  就是覺得那個陽線起來了
[01:01:26.700 --> 01:01:29.700]  我好像不知怎麼切入了
[01:01:29.700 --> 01:01:31.700]  然後結果後面230%
[01:01:31.700 --> 01:01:33.700]  就跟你沒關係了
[01:01:33.700 --> 01:01:34.700]  是不是這樣子
[01:01:34.700 --> 01:01:38.700]  我和這三天我盡我的力跟大家講
[01:01:38.700 --> 01:01:39.700]  好不好
[01:01:39.700 --> 01:01:41.700]  盡我的力跟大家講
[01:01:41.700 --> 01:01:42.700]  最重要的就是這個順勢
[01:01:42.700 --> 01:01:43.700]  就是你要明白
[01:01:43.700 --> 01:01:47.700]  那個拐點是不是形成造勢
[01:01:47.700 --> 01:01:49.700]  是不是在造勢
[01:01:49.700 --> 01:01:50.700]  你懂我意思沒有
[01:01:50.700 --> 01:01:52.700]  如果因為造勢
[01:01:52.700 --> 01:01:53.700]  首先一點
[01:01:53.700 --> 01:01:55.700]  我再次提醒大家
[01:01:55.700 --> 01:01:57.700]  我不建議大家低息
[01:01:57.700 --> 01:02:01.700]  我現在的我自己是打死不低息
[01:02:01.700 --> 01:02:02.700]  我先跟大家講
[01:02:02.700 --> 01:02:03.700]  我現在的思維轉變
[01:02:03.700 --> 01:02:05.700]  我寧願買的成本高一點
[01:02:05.700 --> 01:02:07.700]  我也不要低息
[01:02:07.700 --> 01:02:09.700]  大家記住這句話
[01:02:09.700 --> 01:02:11.700]  因為只有那個成本高的起來
[01:02:11.700 --> 01:02:13.700]  我的確定性才增強
[01:02:13.700 --> 01:02:15.700]  低息是確定性最不強的
[01:02:15.700 --> 01:02:17.700]  它有三種方向選擇
[01:02:17.700 --> 01:02:19.700]  繼續向下
[01:02:19.700 --> 01:02:20.700]  繼續橫
[01:02:20.700 --> 01:02:22.700]  可能向上
[01:02:22.700 --> 01:02:24.700]  是不是有三種方向選擇低息是
[01:02:24.700 --> 01:02:25.700]  反而是最不確定的
[01:02:25.700 --> 01:02:27.700]  唯一的確定就是
[01:02:27.700 --> 01:02:30.700]  我們自我感覺成本低
[01:02:30.700 --> 01:02:31.700]  唯一的優點就是
[01:02:31.700 --> 01:02:33.700]  我自己心裡感覺成本低
[01:02:33.700 --> 01:02:35.700]  其他的沒有確定性
[01:02:35.700 --> 01:02:37.700]  大家明白我的意思嗎
[01:02:37.700 --> 01:02:38.700]  所以我現在的要求就是
[01:02:38.700 --> 01:02:39.700]  我寧願追漲買
[01:02:39.700 --> 01:02:41.700]  我也不低息
[01:02:41.700 --> 01:02:44.700]  但我的追漲是在造勢的拐點缺累
[01:02:44.700 --> 01:02:46.700]  不是順勢而為拉伸的過程
[01:02:46.700 --> 01:02:47.700]  不是追
[01:02:47.700 --> 01:02:49.700]  大家明白我的意思嗎
[01:02:49.700 --> 01:02:50.700]  就是洋線裡面
[01:02:50.700 --> 01:02:53.700]  我們要知道這是造勢的那個洋線
[01:02:53.700 --> 01:02:55.700]  還是順勢而為拉伸的洋線
[01:02:55.700 --> 01:02:57.700]  我們要在順勢而為拉伸的洋線
[01:02:57.700 --> 01:02:58.700]  是只有收益的
[01:02:58.700 --> 01:03:01.700]  但是要在造勢的這個洋線什麼
[01:03:01.700 --> 01:03:04.700]  之後當地要做之後要買進去
[01:03:04.700 --> 01:03:07.700]  就是這個什麼
[01:03:07.700 --> 01:03:10.700]  這個觀點
[01:03:10.700 --> 01:03:12.700]  所以說對於不敢買洋線的不敢買
[01:03:12.700 --> 01:03:13.700]  你先看一下
[01:03:13.700 --> 01:03:15.700]  這個洋線是屬於造勢的
[01:03:15.700 --> 01:03:16.700]  起勢的洋線
[01:03:16.700 --> 01:03:18.700]  還是順勢而為之中的洋線
[01:03:18.700 --> 01:03:20.700]  然後最後就是關於什麼局
[01:03:20.700 --> 01:03:22.700]  所有的股票就是一個局
[01:03:22.700 --> 01:03:24.700]  而且應該是這麼講
[01:03:24.700 --> 01:03:26.700]  就是再牛的股票
[01:03:26.700 --> 01:03:29.700]  它也只是在某一個時間斷類牛
[01:03:29.700 --> 01:03:31.700]  大家記住
[01:03:31.700 --> 01:03:33.700]  我們股市的特色
[01:03:33.700 --> 01:03:35.700]  沒有很難有長牛
[01:03:35.700 --> 01:03:36.700]  現在更難有
[01:03:36.700 --> 01:03:37.700]  為什麼呢
[01:03:37.700 --> 01:03:38.700]  我們去做
[01:03:38.700 --> 01:03:41.700]  大家有沒有去做個復盤
[01:03:41.700 --> 01:03:44.700]  真正的價值投資的高峰
[01:03:44.700 --> 01:03:48.700]  是從08年那個金融危機之後
[01:03:48.700 --> 01:03:52.700]  到2020年
[01:03:52.700 --> 01:03:53.700]  你們有沒有復盤
[01:03:53.700 --> 01:03:56.700]  不管是酒還是藥
[01:03:56.700 --> 01:03:58.700]  還是這種高就是什麼就是消費品
[01:03:58.700 --> 01:04:01.700]  價值的最喜歡的就是三個方向
[01:04:01.700 --> 01:04:03.700]  他們的時間長的都是
[01:04:03.700 --> 01:04:06.700]  08年金融危機到2020年
[01:04:06.700 --> 01:04:08.700]  這個時間跨度是13年
[01:04:08.700 --> 01:04:11.700]  也是我們飛速發展的一個周期
[01:04:11.700 --> 01:04:13.700]  所以你會發現從2020年開始
[01:04:13.700 --> 01:04:15.700]  這些所有的價值股成長股
[01:04:15.700 --> 01:04:16.700]  全部都什麼
[01:04:16.700 --> 01:04:18.700]  全部都迷失具象
[01:04:18.700 --> 01:04:20.700]  全部都發生變化
[01:04:20.700 --> 01:04:21.700]  別人說白了
[01:04:21.700 --> 01:04:25.700]  他們的周期是在那個周期裡面的價值
[01:04:25.700 --> 01:04:26.700]  這句話
[01:04:26.700 --> 01:04:29.700]  是在這個時間周期裡面的價值
[01:04:29.700 --> 01:04:31.700]  那麼反過來我們做波段
[01:04:31.700 --> 01:04:35.700]  這個個股就是在這個階段裡面的價值
[01:04:35.700 --> 01:04:36.700]  大家明白我的意思嗎
[01:04:36.700 --> 01:04:38.700]  就是不要考慮說我的股票
[01:04:38.700 --> 01:04:41.700]  我是要拉得很久很久很久的
[01:04:41.700 --> 01:04:43.700]  這個思維我覺得可能還是要什麼
[01:04:43.700 --> 01:04:44.700]  還是要修正一下
[01:04:44.700 --> 01:04:47.700]  它一定是在某個階段裡面是有價值的
[01:04:47.700 --> 01:04:49.700]  就像你像2019年到2020年
[01:04:49.700 --> 01:04:52.700]  很多股票漲了三倍五倍甚至五倍十倍
[01:04:52.700 --> 01:04:53.700]  在那兩年裡有價值
[01:04:53.700 --> 01:04:56.700]  但是有價值的時候你不對現價值
[01:04:56.700 --> 01:04:58.700]  最後都什麼
[01:04:58.700 --> 01:05:00.700]  全部價值回歸嘛
[01:05:00.700 --> 01:05:03.700]  那價值回歸回歸到股價上就是一地雞毛嘛
[01:05:03.700 --> 01:05:04.700]  對不對我們這樣
[01:05:04.700 --> 01:05:06.700]  術語叫價值回歸
[01:05:06.700 --> 01:05:08.700]  股價就是一地雞毛嘛
[01:05:08.700 --> 01:05:11.700]  所以大家一定要明白就是實際思維
[01:05:11.700 --> 01:05:12.700]  回到個股上也是一樣的
[01:05:12.700 --> 01:05:13.700]  某個階段有價值
[01:05:13.700 --> 01:05:15.700]  就像我們說最近短線
[01:05:15.700 --> 01:05:17.700]  房地產的政策不斷的頻發
[01:05:17.700 --> 01:05:19.700]  所以房地產的這些股票
[01:05:19.700 --> 01:05:21.700]  在最近這一段時間裡面有價值
[01:05:21.700 --> 01:05:22.700]  你像濱江對吧
[01:05:22.700 --> 01:05:23.700]  不斷的上漲
[01:05:23.700 --> 01:05:25.700]  包括那個我愛我家
[01:05:25.700 --> 01:05:28.700]  因為二手房的這個買賣最大的平台之一嘛
[01:05:28.700 --> 01:05:29.700]  它有上漲
[01:05:29.700 --> 01:05:32.700]  就在最近這一小段時間產生的價值
[01:05:32.700 --> 01:05:33.700]  所以它有機會
[01:05:33.700 --> 01:05:36.700]  所以我們一定是在這個階段裡面
[01:05:36.700 --> 01:05:37.700]  符合我們的要求
[01:05:37.700 --> 01:05:39.700]  我們就做它
[01:05:39.700 --> 01:05:42.700]  好第三個就是關於這個維度
[01:05:42.700 --> 01:05:44.700]  就是點線面的循環
[01:05:44.700 --> 01:05:47.700]  這個大家課程上有的可能沒有啊
[01:05:47.700 --> 01:05:50.700]  點線面的循環
[01:05:50.700 --> 01:05:52.700]  這個就是大家去理解
[01:05:52.700 --> 01:05:54.700]  結構呢是地基
[01:05:54.700 --> 01:05:56.700]  結構是地基
[01:05:56.700 --> 01:05:58.700]  前進結構是
[01:05:58.700 --> 01:06:00.700]  這個字應該怎麼讀啊
[01:06:00.700 --> 01:06:02.700]  是毛
[01:06:02.700 --> 01:06:04.700]  毛
[01:06:04.700 --> 01:06:06.700]  前進結構是毛
[01:06:06.700 --> 01:06:08.700]  大家打一個括號
[01:06:08.700 --> 01:06:12.700]  波段股和趨勢股
[01:06:12.700 --> 01:06:15.700]  波段股和趨勢股
[01:06:15.700 --> 01:06:18.700]  另外短線的結構沒有那麼清晰
[01:06:18.700 --> 01:06:22.700]  短線不要把結構看在第一位
[01:06:22.700 --> 01:06:25.700]  短線把市和量價放在第一位
[01:06:25.700 --> 01:06:27.700]  這裡寫一下啊
[01:06:27.700 --> 01:06:31.700]  因為這個都是面對怎麼去做波段和趨勢的
[01:06:31.700 --> 01:06:33.700]  打個括號結構是地基
[01:06:33.700 --> 01:06:36.700]  我們覺得是前進結構是毛
[01:06:36.700 --> 01:06:40.700]  它主要是針對波段和趨勢
[01:06:40.700 --> 01:06:42.700]  我要交給大家
[01:06:42.700 --> 01:06:45.700]  因為我們不可能一直是這種輪動短線的環境
[01:06:45.700 --> 01:06:46.700]  慢慢慢慢會有
[01:06:46.700 --> 01:06:49.700]  我覺得像我們這個價值挖的會有資金
[01:06:49.700 --> 01:06:52.700]  肯定會有資金慢慢走
[01:06:52.700 --> 01:06:54.700]  而且從規律的角度來講
[01:06:54.700 --> 01:06:57.700]  後面就是慢慢轉多的一個過程
[01:06:57.700 --> 01:07:02.700]  這是一個慢慢轉多的過程
[01:07:02.700 --> 01:07:04.700]  所以我看的是3-5年
[01:07:04.700 --> 01:07:06.700]  從現在開始看3-5年
[01:07:06.700 --> 01:07:08.700]  注意
[01:07:08.700 --> 01:07:16.700]  量價是上下組成判斷地基的實力
[01:07:16.700 --> 01:07:18.700]  像我為什麼一定要咬假
[01:07:18.700 --> 01:07:20.700]  就這麼無數稀少人就咬假
[01:07:20.700 --> 01:07:22.700]  就像那個電纜就在這
[01:07:22.700 --> 01:07:23.700]  你會看結構
[01:07:23.700 --> 01:07:26.700]  但是結構的強弱一定是靠量價來判斷
[01:07:26.700 --> 01:07:28.700]  量價來組成立基的實力
[01:07:28.700 --> 01:07:30.700]  量價裡面我們也不要搞複雜
[01:07:30.700 --> 01:07:33.700]  就是進攻
[01:07:33.700 --> 01:07:35.700]  就是進攻
[01:07:35.700 --> 01:07:37.700]  量價左右
[01:07:37.700 --> 01:07:39.700]  你看我這個量價叫什麼
[01:07:39.700 --> 01:07:41.700]  上下
[01:07:41.700 --> 01:07:44.700]  上下看的是K線與量
[01:07:44.700 --> 01:07:47.700]  這個量對應的是什麼K線
[01:07:47.700 --> 01:07:49.700]  這跟K線對應的是什麼量
[01:07:49.700 --> 01:07:50.700]  大家明白我列出沒有
[01:07:50.700 --> 01:07:52.700]  上下每個字
[01:07:52.700 --> 01:07:54.700]  像一般情況下這種PPT
[01:07:54.700 --> 01:07:56.700]  這麼幾個字都是我空出來的
[01:07:56.700 --> 01:07:58.700]  就是我覺得精華的一句話
[01:07:58.700 --> 01:07:59.700]  我也
[01:07:59.700 --> 01:08:01.700]  我PPT其實都沒改過
[01:08:01.700 --> 01:08:02.700]  以前的都沒改過
[01:08:02.700 --> 01:08:04.700]  我改過來了
[01:08:04.700 --> 01:08:05.700]  因為沒有什麼特別的改
[01:08:05.700 --> 01:08:09.700]  因為要改就可能是十幾頁PPT了
[01:08:09.700 --> 01:08:11.700]  量在上下組成
[01:08:11.700 --> 01:08:12.700]  你要看的是K線和量
[01:08:12.700 --> 01:08:14.700]  比如說今天這是一個
[01:08:14.700 --> 01:08:15.700]  音線
[01:08:15.700 --> 01:08:18.700]  你要看這個音線對應是什麼量
[01:08:18.700 --> 01:08:19.700]  明白我列出沒有
[01:08:19.700 --> 01:08:20.700]  比如說今天是一個陽線
[01:08:20.700 --> 01:08:22.700]  這個陽線下面是什麼量
[01:08:22.700 --> 01:08:24.700]  只看K線只觀量
[01:08:24.700 --> 01:08:26.700]  只觀價不觀量
[01:08:26.700 --> 01:08:27.700]  大家會不會慢慢有的時候
[01:08:27.700 --> 01:08:30.700]  就會有這種忽略點
[01:08:30.700 --> 01:08:31.700]  然後反過來
[01:08:31.700 --> 01:08:33.700]  量價左右
[01:08:33.700 --> 01:08:34.700]  左右看的是什麼
[01:08:34.700 --> 01:08:37.700]  就是現在跟過去看
[01:08:37.700 --> 01:08:39.700]  現在這個位置跟過去
[01:08:39.700 --> 01:08:40.700]  對應過去什麼位置
[01:08:40.700 --> 01:08:42.700]  明白我列出沒有
[01:08:42.700 --> 01:08:43.700]  比如說
[01:08:43.700 --> 01:08:46.700]  舉個例子製作案你們仔細聽
[01:08:46.700 --> 01:08:49.700]  比如說現在小量來到密集成交區
[01:08:49.700 --> 01:08:53.700]  代表著什麼
[01:08:53.700 --> 01:08:57.700]  小量來到小量小價
[01:08:57.700 --> 01:08:58.700]  李峻聽得懂吧
[01:08:58.700 --> 01:08:59.700]  可以啊
[01:08:59.700 --> 01:09:01.700]  你之前來也跟了好多年
[01:09:01.700 --> 01:09:03.700]  都可以的
[01:09:03.700 --> 01:09:05.700]  小量小價來到密集成交區
[01:09:05.700 --> 01:09:07.700]  告訴我代表著什麼主意圖
[01:09:07.700 --> 01:09:10.700]  什麼意思
[01:09:10.700 --> 01:09:11.700]  選擇方向
[01:09:11.700 --> 01:09:15.700]  還有呢
[01:09:15.700 --> 01:09:16.700]  不敢進攻
[01:09:16.700 --> 01:09:18.700]  還有呢
[01:09:18.700 --> 01:09:20.700]  大家互動啊
[01:09:20.700 --> 01:09:23.700]  小量黃輝大哥你就不要說了
[01:09:23.700 --> 01:09:24.700]  對
[01:09:24.700 --> 01:09:32.700]  小量來到密集成交區說明什麼
[01:09:32.700 --> 01:09:34.700]  所以我們很多時候
[01:09:34.700 --> 01:09:36.700]  普通散戶的理解
[01:09:36.700 --> 01:09:38.700]  跟真正主力的意圖
[01:09:38.700 --> 01:09:39.700]  完全不是一回事
[01:09:39.700 --> 01:09:41.700]  我跟大家解析
[01:09:41.700 --> 01:09:43.700]  小量來到密集成交區
[01:09:43.700 --> 01:09:45.700]  說明前面那個密集成交區的籌碼
[01:09:45.700 --> 01:09:47.700]  跟這個小量的籌碼
[01:09:47.700 --> 01:09:49.700]  是一個不對的
[01:09:49.700 --> 01:09:50.700]  為什麼呢
[01:09:50.700 --> 01:09:51.700]  常規來講
[01:09:51.700 --> 01:09:54.700]  小密集成交是不是壓力
[01:09:54.700 --> 01:09:56.700]  到壓力是不是爆量
[01:09:56.700 --> 01:09:59.700]  套到的壓力位
