[00:00:00.000 --> 00:00:03.000]  大家學就應該學明白
[00:49:34.280 --> 00:49:36.280]  這裡是1就標1
[00:49:36.280 --> 00:49:37.280]  這裡12就標1
[00:49:37.280 --> 00:49:39.280]  每個標誌性的陽線
[00:49:39.280 --> 00:49:41.280]  剛才講的標誌陽線要實體
[00:49:41.280 --> 00:49:42.280]  實體要身體長
[00:49:42.280 --> 00:49:44.280]  底線要短的標誌性陽線
[00:49:44.280 --> 00:49:48.280]  分期可以先不要
[00:49:48.280 --> 00:49:49.280]  大家明白意思沒有
[00:49:49.280 --> 00:49:51.280]  九木網
[00:49:51.280 --> 00:49:53.280]  萊克電器
[00:49:53.280 --> 00:49:54.280]  中文代線
[00:49:54.280 --> 00:49:55.280]  萊克電器
[00:49:55.280 --> 00:49:59.280]  九木網冰川網絡
[00:49:59.280 --> 00:50:01.280]  然後像剛才這種沒有
[00:50:01.280 --> 00:50:03.280]  然後在標誌過程中
[00:50:03.280 --> 00:50:05.280]  還有把模型寫上
[00:50:05.280 --> 00:50:07.280]  這是一浪
[00:50:07.280 --> 00:50:09.280]  一浪裡面有什麼樣的推線
[00:50:09.280 --> 00:50:13.280]  這裡拐點把標誌出來
[00:50:13.280 --> 00:50:15.280]  先沒有畫過模型的話
[00:50:15.280 --> 00:50:17.280]  模型一裡面有沒有進攻陽
[00:50:17.280 --> 00:50:19.280]  這個標一浪上的
[00:50:19.280 --> 00:50:21.280]  就有進攻陽
[00:50:21.280 --> 00:50:22.280]  但是你明白意思沒有
[00:50:22.280 --> 00:50:24.280]  這裡把你剛才我
[00:50:24.280 --> 00:50:26.280]  交給你們的
[00:50:26.280 --> 00:50:27.280]  在這幾個組裡面做出來
[00:50:27.280 --> 00:50:29.280]  你能做出多少
[00:50:29.280 --> 00:50:30.280]  我正好了
[00:50:30.280 --> 00:50:31.280]  你能做出多少
[00:50:31.280 --> 00:50:33.280]  做多少
[00:50:33.280 --> 00:50:35.280]  然後我做這個的目的是什麼
[00:50:35.280 --> 00:50:36.280]  跟大家分享
[00:50:36.280 --> 00:50:38.280]  希望你們對那個真正的
[00:50:38.280 --> 00:50:39.280]  啟動信號
[00:50:39.280 --> 00:50:42.280]  有非常清晰的感知
[00:50:42.280 --> 00:50:43.280]  和判斷力
[00:50:43.280 --> 00:50:44.280]  明白意思沒有
[00:50:44.280 --> 00:50:46.280]  我想要跟大家做的目的是
[00:50:46.280 --> 00:50:47.280]  你把那個真正啟動的
[00:50:47.280 --> 00:50:50.280]  那個可以先看明白
[00:50:50.280 --> 00:50:52.280]  看完了
[00:50:52.280 --> 00:50:53.280]  幹嘛啊
[00:50:53.280 --> 00:50:54.280]  屋裡看花
[00:50:54.280 --> 00:50:56.280]  越看越花
[00:50:56.280 --> 00:50:58.280]  屋裡看花越看越
[00:50:58.280 --> 00:51:00.280]  看花越看越
[00:51:00.280 --> 00:51:05.280]  這個過去
[00:51:05.280 --> 00:51:07.280]  看花越看越
[00:51:07.280 --> 00:51:09.280]  看花越看越
[00:51:11.280 --> 00:51:13.280]  看花越看越
[00:51:13.280 --> 00:51:31.280]  哎呀我這錄音的聲音
[00:51:31.280 --> 00:51:33.280]  也不好聽啊
[00:51:33.280 --> 00:51:35.280]  照相照錯了
[00:51:35.280 --> 00:51:37.280]  N錯了
[00:51:37.280 --> 00:51:39.280]  眼神不好使
[00:51:39.280 --> 00:51:41.280]  好
[00:51:43.280 --> 00:51:44.280]  好
[00:51:44.280 --> 00:51:45.280]  好
[00:51:45.280 --> 00:51:46.280]  好
[00:51:46.280 --> 00:51:47.280]  好
[00:51:47.280 --> 00:51:48.280]  好
[00:51:48.280 --> 00:51:49.280]  好
[00:51:49.280 --> 00:51:50.280]  好
[00:51:50.280 --> 00:51:51.280]  好
[00:51:51.280 --> 00:51:52.280]  好
[00:51:52.280 --> 00:51:53.280]  好
[00:51:53.280 --> 00:51:54.280]  好
[00:51:54.280 --> 00:51:55.280]  好
[00:51:55.280 --> 00:51:56.280]  好
[00:51:56.280 --> 00:51:57.280]  好
[00:51:57.280 --> 00:51:58.280]  好
[00:51:58.280 --> 00:51:59.280]  好
[00:51:59.280 --> 00:52:00.280]  好
[00:52:00.280 --> 00:52:01.280]  好
[00:52:01.280 --> 00:52:02.280]  好
[00:52:02.280 --> 00:52:03.280]  好
[00:52:03.280 --> 00:52:04.280]  好
[00:52:04.280 --> 00:52:05.280]  好
[00:52:05.280 --> 00:52:06.280]  好
[00:52:06.280 --> 00:52:07.280]  好
[00:52:07.280 --> 00:52:08.280]  好
[00:52:08.280 --> 00:52:09.280]  好
[00:52:09.280 --> 00:52:10.280]  好
[00:52:10.280 --> 00:52:11.280]  好
[00:52:11.280 --> 00:52:12.280]  好
[00:52:12.280 --> 00:52:13.280]  好
[00:52:13.280 --> 00:52:14.280]  好
[00:52:14.280 --> 00:52:15.280]  好
[00:52:15.280 --> 00:52:16.280]  好
[00:52:16.280 --> 00:52:17.280]  好
[00:52:17.280 --> 00:52:18.280]  好
[00:52:18.280 --> 00:52:19.280]  好
[00:52:19.280 --> 00:52:20.280]  好
[00:52:20.280 --> 00:52:21.280]  好
[00:52:21.280 --> 00:52:22.280]  好
[00:52:22.280 --> 00:52:23.280]  好
[00:52:23.280 --> 00:52:24.280]  好
[00:52:24.280 --> 00:52:25.280]  好
[00:52:25.280 --> 00:52:26.280]  好
[00:52:26.280 --> 00:52:27.280]  好
[00:52:27.280 --> 00:52:28.280]  好
[00:52:28.280 --> 00:52:29.280]  好
[00:52:29.280 --> 00:52:30.280]  好
[00:52:30.280 --> 00:52:31.280]  好
[00:52:31.280 --> 00:52:32.280]  好
[00:52:32.280 --> 00:52:33.280]  好
[00:52:33.280 --> 00:52:34.280]  好
[00:52:34.280 --> 00:52:35.280]  好
[00:52:35.280 --> 00:52:36.280]  好
[00:52:36.280 --> 00:52:37.280]  好
[00:52:37.280 --> 00:52:38.280]  好
[00:52:38.280 --> 00:52:39.280]  好
[00:52:39.280 --> 00:52:40.280]  好
[00:52:40.280 --> 00:52:41.280]  好
[00:52:41.280 --> 00:52:42.280]  好
[00:52:42.280 --> 00:52:43.280]  好
[00:52:43.280 --> 00:52:44.280]  好
[00:52:44.280 --> 00:52:45.280]  好
[00:52:45.280 --> 00:52:46.280]  好
[00:52:46.280 --> 00:52:47.280]  好
[00:52:47.280 --> 00:52:48.280]  好
[00:52:48.280 --> 00:52:49.280]  好
[00:52:49.280 --> 00:52:50.280]  好
[00:52:50.280 --> 00:52:51.280]  好
[00:52:51.280 --> 00:52:52.280]  好
[00:52:52.280 --> 00:52:53.280]  好
[00:52:53.280 --> 00:52:54.280]  好
[00:52:54.280 --> 00:52:55.280]  好
[00:52:55.280 --> 00:52:56.280]  好
[00:52:56.280 --> 00:52:57.280]  好
[00:52:57.280 --> 00:52:58.280]  好
[00:52:58.280 --> 00:52:59.280]  好
[00:52:59.280 --> 00:53:00.280]  好
[00:53:00.280 --> 00:53:01.280]  好
[00:53:01.280 --> 00:53:02.280]  好
[00:53:02.280 --> 00:53:03.280]  好
[00:53:03.280 --> 00:53:04.280]  好
[00:53:04.280 --> 00:53:05.280]  好
[00:53:05.280 --> 00:53:06.280]  好
[00:53:06.280 --> 00:53:07.280]  好
[00:53:07.280 --> 00:53:08.280]  好
[00:53:08.280 --> 00:53:09.280]  好
[00:53:09.280 --> 00:53:10.280]  好
[00:53:10.280 --> 00:53:11.280]  好
[00:53:11.280 --> 00:53:12.280]  好
[00:53:12.280 --> 00:53:13.280]  好
[00:53:13.280 --> 00:53:14.280]  好
[00:53:14.280 --> 00:53:15.280]  好
[00:53:15.280 --> 00:53:16.280]  好
[00:53:16.280 --> 00:53:17.280]  好
[00:53:17.280 --> 00:53:18.280]  好
[00:53:18.280 --> 00:53:19.280]  好
[00:53:19.280 --> 00:53:20.280]  好
[00:53:20.280 --> 00:53:21.280]  好
[00:53:21.280 --> 00:53:22.280]  好
[00:53:22.280 --> 00:53:23.280]  好
[00:53:23.280 --> 00:53:24.280]  好
[00:53:24.280 --> 00:53:25.280]  好
[00:53:25.280 --> 00:53:26.280]  好
[00:53:26.280 --> 00:53:27.280]  好
[00:53:27.280 --> 00:53:28.280]  好
[00:53:28.280 --> 00:53:29.280]  好
[00:53:29.280 --> 00:53:30.280]  好
[00:53:30.280 --> 00:53:31.280]  好
[00:53:31.280 --> 00:53:32.280]  好
[00:53:32.280 --> 00:53:33.280]  好
[00:53:33.280 --> 00:53:34.280]  好
[00:53:34.280 --> 00:53:35.280]  好
[00:53:35.280 --> 00:53:36.280]  好
[00:53:36.280 --> 00:53:37.280]  好
[00:53:37.280 --> 00:53:38.280]  好
[00:53:38.280 --> 00:53:39.280]  好
[00:53:39.280 --> 00:53:40.280]  好
[00:53:40.280 --> 00:53:41.280]  好
[00:53:41.280 --> 00:53:42.280]  好
[00:53:42.280 --> 00:53:43.280]  好
[00:53:43.280 --> 00:53:44.280]  好
[00:53:44.280 --> 00:53:45.280]  好
[00:53:45.280 --> 00:53:46.280]  好
[00:53:46.280 --> 00:53:47.280]  好
[00:53:47.280 --> 00:53:48.280]  好
[00:53:48.280 --> 00:53:49.280]  好
[00:53:49.280 --> 00:53:50.280]  好
[00:53:50.280 --> 00:53:51.280]  好
[00:53:51.280 --> 00:53:52.280]  好
[00:53:52.280 --> 00:53:53.280]  好
[00:53:53.280 --> 00:53:54.280]  好
[00:53:54.280 --> 00:53:55.280]  好
[00:53:55.280 --> 00:53:56.280]  好
[00:53:56.280 --> 00:53:57.280]  好
[00:53:57.280 --> 00:53:58.280]  好
[00:53:58.280 --> 00:53:59.280]  好
[00:53:59.280 --> 00:54:00.280]  好
[00:54:00.280 --> 00:54:01.280]  好
[00:54:01.280 --> 00:54:02.280]  好
[00:54:02.280 --> 00:54:03.280]  好
[00:54:03.280 --> 00:54:04.280]  好
[00:54:04.280 --> 00:54:05.280]  好
[00:54:05.280 --> 00:54:06.280]  好
[00:54:06.280 --> 00:54:07.280]  好
[00:54:07.280 --> 00:54:08.280]  好
[00:54:08.280 --> 00:54:09.280]  好
[00:54:09.280 --> 00:54:10.280]  好
[00:54:10.280 --> 00:54:11.280]  好
[00:54:11.280 --> 00:54:12.280]  好
[00:54:12.280 --> 00:54:13.280]  好
[00:54:13.280 --> 00:54:14.280]  好
[00:54:14.280 --> 00:54:15.280]  好
[00:54:15.280 --> 00:54:16.280]  好
[00:54:16.280 --> 00:54:17.280]  好
[00:54:17.280 --> 00:54:18.280]  好
[00:54:18.280 --> 00:54:19.280]  好
[00:54:19.280 --> 00:54:20.280]  好
[00:54:20.280 --> 00:54:21.280]  好
[00:54:21.280 --> 00:54:22.280]  好
[00:54:22.280 --> 00:54:23.280]  好
[00:54:23.280 --> 00:54:24.280]  好
[00:54:24.280 --> 00:54:25.280]  好
[00:54:25.280 --> 00:54:26.280]  好
[00:54:26.280 --> 00:54:27.280]  好
[00:54:27.280 --> 00:54:28.280]  好
[00:54:28.280 --> 00:54:29.280]  好
[00:54:29.280 --> 00:54:30.280]  好
[00:54:30.280 --> 00:54:31.280]  好
[00:54:31.280 --> 00:54:32.280]  好
[00:54:32.280 --> 00:54:33.280]  好
[00:54:33.280 --> 00:54:34.280]  好
[00:54:34.280 --> 00:54:35.280]  好
[00:54:35.280 --> 00:54:36.280]  好
[00:54:36.280 --> 00:54:37.280]  好
[00:54:37.280 --> 00:54:38.280]  好
[00:54:38.280 --> 00:54:39.280]  好
[00:54:39.280 --> 00:54:40.280]  好
[00:54:40.280 --> 00:54:41.280]  好
[00:54:41.280 --> 00:54:42.280]  好
[00:54:42.280 --> 00:54:43.280]  好
[00:54:43.280 --> 00:54:44.280]  好
[00:54:44.280 --> 00:54:45.280]  好
[00:54:45.280 --> 00:54:46.280]  好
[00:54:46.280 --> 00:54:47.280]  好
[00:54:47.280 --> 00:54:48.280]  好
[00:54:48.280 --> 00:54:49.280]  好
[00:54:49.280 --> 00:54:50.280]  好
[00:54:50.280 --> 00:54:51.280]  好
[00:54:51.280 --> 00:54:52.280]  好
[00:54:52.280 --> 00:54:53.280]  好
[00:54:53.280 --> 00:54:54.280]  好
[00:54:54.280 --> 00:54:55.280]  好
[00:54:55.280 --> 00:54:56.280]  好
[00:54:56.280 --> 00:54:57.280]  好
[00:54:57.280 --> 00:54:58.280]  好
[00:54:58.280 --> 00:54:59.280]  好
[00:54:59.280 --> 00:55:00.280]  好
[00:55:00.280 --> 00:55:01.280]  好
[00:55:01.280 --> 00:55:02.280]  好
[00:55:02.280 --> 00:55:03.280]  好
[00:55:03.280 --> 00:55:04.280]  好
[00:55:04.280 --> 00:55:05.280]  好
[00:55:05.280 --> 00:55:06.280]  好
[00:55:06.280 --> 00:55:07.280]  好
[00:55:07.280 --> 00:55:08.280]  好
[00:55:08.280 --> 00:55:09.280]  好
[00:55:09.280 --> 00:55:10.280]  好
[00:55:10.280 --> 00:55:11.280]  好
[00:55:11.280 --> 00:55:12.280]  好
[00:55:12.280 --> 00:55:13.280]  好
[00:55:13.280 --> 00:55:14.280]  好
[00:55:14.280 --> 00:55:15.280]  好
[00:55:15.280 --> 00:55:16.280]  好
[00:55:16.280 --> 00:55:17.280]  好
[00:55:17.280 --> 00:55:18.280]  好
[00:55:18.280 --> 00:55:19.280]  好
[00:55:19.280 --> 00:55:20.280]  好
[00:55:20.280 --> 00:55:21.280]  好
[00:55:21.280 --> 00:55:22.280]  好
[00:55:22.280 --> 00:55:23.280]  好
[00:55:23.280 --> 00:55:24.280]  好
[00:55:24.280 --> 00:55:25.280]  好
[00:55:25.280 --> 00:55:26.280]  好
[00:55:26.280 --> 00:55:27.280]  好
[00:55:27.280 --> 00:55:28.280]  好
[00:55:28.280 --> 00:55:29.280]  好
[00:55:29.280 --> 00:55:30.280]  好
[00:55:30.280 --> 00:55:31.280]  好
[00:55:31.280 --> 00:55:32.280]  好
[00:55:32.280 --> 00:55:33.280]  好
[00:55:33.280 --> 00:55:34.280]  好
[00:55:34.280 --> 00:55:35.280]  好
[00:55:35.280 --> 00:55:36.280]  好
[00:55:36.280 --> 00:55:37.280]  好
[00:55:37.280 --> 00:55:38.280]  好
[00:55:38.280 --> 00:55:39.280]  好
[00:55:39.280 --> 00:55:40.280]  好
[00:55:40.280 --> 00:55:41.280]  好
[00:55:41.280 --> 00:55:42.280]  好
[00:55:42.280 --> 00:55:43.280]  好
[00:55:43.280 --> 00:55:44.280]  好
[00:55:44.280 --> 00:55:45.280]  好
[00:55:45.280 --> 00:55:46.280]  好
[00:55:46.280 --> 00:55:47.280]  好
[00:55:47.280 --> 00:55:48.280]  好
[00:55:48.280 --> 00:55:49.280]  好
[00:55:49.280 --> 00:55:50.280]  好
[00:55:50.280 --> 00:55:51.280]  好
[00:55:51.280 --> 00:55:52.280]  好
[00:55:52.280 --> 00:55:53.280]  好
[00:55:53.280 --> 00:55:54.280]  好
[00:55:54.280 --> 00:55:55.280]  好
[00:55:55.280 --> 00:55:56.280]  好
[00:55:56.280 --> 00:55:57.280]  好
[00:55:57.280 --> 00:55:58.280]  好
[00:55:58.280 --> 00:55:59.280]  好
[00:55:59.280 --> 00:56:00.280]  好
[00:56:00.280 --> 00:56:01.280]  好
[00:56:01.280 --> 00:56:02.280]  好
[00:56:02.280 --> 00:56:03.280]  好
[00:56:03.280 --> 00:56:04.280]  好
[00:56:04.280 --> 00:56:05.280]  好
[00:56:05.280 --> 00:56:06.280]  好
[00:56:06.280 --> 00:56:07.280]  好
[00:56:07.280 --> 00:56:08.280]  好
[00:56:08.280 --> 00:56:09.280]  好
[00:56:09.280 --> 00:56:10.280]  好
[00:56:10.280 --> 00:56:11.280]  好
[00:56:11.280 --> 00:56:12.280]  好
[00:56:12.280 --> 00:56:13.280]  好
[00:56:13.280 --> 00:56:14.280]  好
[00:56:14.280 --> 00:56:15.280]  好
[00:56:15.280 --> 00:56:16.280]  好
[00:56:16.280 --> 00:56:17.280]  好
[00:56:17.280 --> 00:56:18.280]  好
[00:56:18.280 --> 00:56:19.280]  好
[00:56:19.280 --> 00:56:20.280]  好
[00:56:20.280 --> 00:56:21.280]  好
[00:56:21.280 --> 00:56:22.280]  好
[00:56:22.280 --> 00:56:23.280]  好
[00:56:23.280 --> 00:56:24.280]  好
[00:56:24.280 --> 00:56:25.280]  好
[00:56:25.280 --> 00:56:26.280]  好
[00:56:26.280 --> 00:56:27.280]  好
[00:56:27.280 --> 00:56:28.280]  好
[00:56:28.280 --> 00:56:29.280]  好
[00:56:29.280 --> 00:56:30.280]  好
[00:56:30.280 --> 00:56:31.280]  好
[00:56:31.280 --> 00:56:32.280]  好
[00:56:32.280 --> 00:56:33.280]  好
[00:56:33.280 --> 00:56:34.280]  好
[00:56:34.280 --> 00:56:35.280]  好
[00:56:35.280 --> 00:56:36.280]  好
[00:56:36.280 --> 00:56:37.280]  好
[00:56:37.280 --> 00:56:38.280]  好
[00:56:38.280 --> 00:56:39.280]  好
[00:56:39.280 --> 00:56:40.280]  好
[00:56:40.280 --> 00:56:41.280]  好
[00:56:41.280 --> 00:56:42.280]  好
[00:56:42.280 --> 00:56:43.280]  好
[00:56:43.280 --> 00:56:44.280]  好
[00:56:44.280 --> 00:56:45.280]  好
[00:56:45.280 --> 00:56:46.280]  好
[00:56:46.280 --> 00:56:47.280]  好
[00:56:47.280 --> 00:56:48.280]  好
[00:56:48.280 --> 00:56:49.280]  好
[00:56:49.280 --> 00:56:50.280]  好
[00:56:50.280 --> 00:56:51.280]  好
[00:56:51.280 --> 00:56:52.280]  好
[00:56:52.280 --> 00:56:53.280]  好
[00:56:53.280 --> 00:56:54.280]  好
[00:56:54.280 --> 00:56:55.280]  好
[00:56:55.280 --> 00:56:56.280]  好
[00:56:56.280 --> 00:56:57.280]  好
[00:56:57.280 --> 00:56:58.280]  好
[00:56:58.280 --> 00:56:59.280]  好
[00:56:59.280 --> 00:57:00.280]  好
[00:57:00.280 --> 00:57:01.280]  好
[00:57:01.280 --> 00:57:02.280]  好
[00:57:02.280 --> 00:57:03.280]  好
[00:57:03.280 --> 00:57:04.280]  好
[00:57:04.280 --> 00:57:05.280]  好
[00:57:05.280 --> 00:57:06.280]  好
[00:57:06.280 --> 00:57:07.280]  好
[00:57:07.280 --> 00:57:08.280]  好
[00:57:08.280 --> 00:57:09.280]  好
[00:57:09.280 --> 00:57:10.280]  好
[00:57:10.280 --> 00:57:11.280]  好
[00:57:11.280 --> 00:57:12.280]  好
[00:57:12.280 --> 00:57:13.280]  好
[00:57:13.280 --> 00:57:14.280]  好
[00:57:14.280 --> 00:57:15.280]  好
[00:57:15.280 --> 00:57:16.280]  好
[00:57:16.280 --> 00:57:17.280]  好
[00:57:17.280 --> 00:57:18.280]  好
[00:57:18.280 --> 00:57:19.280]  好
[00:57:19.280 --> 00:57:20.280]  好
[00:57:20.280 --> 00:57:21.280]  好
[00:57:21.280 --> 00:57:22.280]  好
[00:57:22.280 --> 00:57:23.280]  好
[00:57:23.280 --> 00:57:24.280]  好
[00:57:24.280 --> 00:57:25.280]  好
[00:57:25.280 --> 00:57:26.280]  好
[00:57:26.280 --> 00:57:27.280]  好
[00:57:27.280 --> 00:57:28.280]  好
[00:57:28.280 --> 00:57:29.280]  好
[00:57:29.280 --> 00:57:30.280]  好
[00:57:30.280 --> 00:57:31.280]  好
[00:57:31.280 --> 00:57:32.280]  好
[00:57:32.280 --> 00:57:33.280]  好
[00:57:33.280 --> 00:57:34.280]  好
[00:57:34.280 --> 00:57:35.280]  好
[00:57:35.280 --> 00:57:36.280]  好
[00:57:36.280 --> 00:57:37.280]  好
[00:57:37.280 --> 00:57:38.280]  好
[00:57:38.280 --> 00:57:39.280]  好
[00:57:39.280 --> 00:57:40.280]  好
[00:57:40.280 --> 00:57:41.280]  好
[00:57:41.280 --> 00:57:42.280]  好
[00:57:42.280 --> 00:57:43.280]  好
[00:57:43.280 --> 00:57:44.280]  好
[00:57:44.280 --> 00:57:45.280]  好
[00:57:45.280 --> 00:57:46.280]  好
[00:57:46.280 --> 00:57:47.280]  好
[00:57:47.280 --> 00:57:48.280]  好
[00:57:48.280 --> 00:57:49.280]  好
[00:57:49.280 --> 00:57:50.280]  好
[00:57:50.280 --> 00:57:51.280]  好
[00:57:51.280 --> 00:57:52.280]  好
[00:57:52.280 --> 00:57:53.280]  好
[00:57:53.280 --> 00:57:54.280]  好
[00:57:54.280 --> 00:57:55.280]  好
[00:57:55.280 --> 00:57:56.280]  好
[00:57:56.280 --> 00:57:57.280]  好
[00:57:57.280 --> 00:57:58.280]  好
[00:57:58.280 --> 00:57:59.280]  好
[00:57:59.280 --> 00:58:00.280]  好
[00:58:00.280 --> 00:58:01.280]  好
[00:58:01.280 --> 00:58:02.280]  好
[00:58:02.280 --> 00:58:03.280]  好
[00:58:03.280 --> 00:58:04.280]  好
[00:58:04.280 --> 00:58:05.280]  好
[00:58:05.280 --> 00:58:06.280]  好
[00:58:06.280 --> 00:58:07.280]  好
[00:58:07.280 --> 00:58:08.280]  好
[00:58:08.280 --> 00:58:09.280]  好
[00:58:09.280 --> 00:58:10.280]  好
[00:58:10.280 --> 00:58:11.280]  好
[00:58:11.280 --> 00:58:12.280]  好
[00:58:12.280 --> 00:58:13.280]  好
[00:58:13.280 --> 00:58:14.280]  好
[00:58:14.280 --> 00:58:15.280]  好
[00:58:15.280 --> 00:58:16.280]  好
[00:58:16.280 --> 00:58:17.280]  好
[00:58:17.280 --> 00:58:18.280]  好
[00:58:18.280 --> 00:58:19.280]  好
[00:58:19.280 --> 00:58:20.280]  好
[00:58:20.280 --> 00:58:21.280]  好
[00:58:21.280 --> 00:58:22.280]  好
[00:58:22.280 --> 00:58:23.280]  好
[00:58:23.280 --> 00:58:24.280]  好
[00:58:24.280 --> 00:58:25.280]  好
[00:58:25.280 --> 00:58:26.280]  好
[00:58:26.280 --> 00:58:27.280]  好
[00:58:27.280 --> 00:58:28.280]  好
[00:58:28.280 --> 00:58:29.280]  好
[00:58:29.280 --> 00:58:30.280]  好
[00:58:30.280 --> 00:58:31.280]  好
[00:58:31.280 --> 00:58:32.280]  好
[00:58:32.280 --> 00:58:33.280]  好
[00:58:33.280 --> 00:58:34.280]  好
[00:58:34.280 --> 00:58:35.280]  好
[00:58:35.280 --> 00:58:36.280]  好
[00:58:36.280 --> 00:58:37.280]  好
[00:58:37.280 --> 00:58:38.280]  好
[00:58:38.280 --> 00:58:39.280]  好
[00:58:39.280 --> 00:58:40.280]  好
[00:58:40.280 --> 00:58:41.280]  好
[00:58:41.280 --> 00:58:42.280]  好
[00:58:42.280 --> 00:58:43.280]  好
[00:58:43.280 --> 00:58:44.280]  好
[00:58:44.280 --> 00:58:45.280]  好
[00:58:45.280 --> 00:58:46.280]  好
[00:58:46.280 --> 00:58:47.280]  好
[00:58:47.280 --> 00:58:48.280]  好
[00:58:48.280 --> 00:58:49.280]  好
[00:58:49.280 --> 00:58:50.280]  好
[00:58:50.280 --> 00:58:51.280]  好
[00:58:51.280 --> 00:58:52.280]  好
[00:58:52.280 --> 00:58:53.280]  好
[00:58:53.280 --> 00:58:54.280]  好
[00:58:54.280 --> 00:58:55.280]  好
[00:58:55.280 --> 00:58:56.280]  好
[00:58:56.280 --> 00:58:57.280]  好
[00:58:57.280 --> 00:58:58.280]  好
[00:58:58.280 --> 00:58:59.280]  好
[00:58:59.280 --> 00:59:00.280]  好
[00:59:00.280 --> 00:59:01.280]  好
[00:59:01.280 --> 00:59:02.280]  好
[00:59:02.280 --> 00:59:03.280]  好
[00:59:03.280 --> 00:59:04.280]  好
[00:59:04.280 --> 00:59:05.280]  好
[00:59:05.280 --> 00:59:06.280]  好
[00:59:06.280 --> 00:59:07.280]  好
[00:59:07.280 --> 00:59:08.280]  好
[00:59:08.280 --> 00:59:09.280]  好
[00:59:09.280 --> 00:59:10.280]  好
[00:59:10.280 --> 00:59:11.280]  好
[00:59:11.280 --> 00:59:12.280]  好
[00:59:12.280 --> 00:59:13.280]  好
[00:59:13.280 --> 00:59:14.280]  好
[00:59:14.280 --> 00:59:15.280]  好
[00:59:15.280 --> 00:59:16.280]  好
[00:59:16.280 --> 00:59:17.280]  好
[00:59:17.280 --> 00:59:18.280]  好
[00:59:18.280 --> 00:59:19.280]  好
[00:59:19.280 --> 00:59:20.280]  好
[00:59:20.280 --> 00:59:21.280]  好
[00:59:21.280 --> 00:59:22.280]  好
[00:59:22.280 --> 00:59:23.280]  好
[00:59:23.280 --> 00:59:24.280]  好
[00:59:24.280 --> 00:59:25.280]  好
[00:59:25.280 --> 00:59:26.280]  好
[00:59:26.280 --> 00:59:27.280]  好
[00:59:27.280 --> 00:59:28.280]  好
[00:59:28.280 --> 00:59:29.280]  好
[00:59:29.280 --> 00:59:30.280]  好
[00:59:30.280 --> 00:59:31.280]  好
[00:59:31.280 --> 00:59:32.280]  好
[00:59:32.280 --> 00:59:33.280]  好
[00:59:33.280 --> 00:59:34.280]  好
[00:59:34.280 --> 00:59:35.280]  好
[00:59:35.280 --> 00:59:36.280]  好
[00:59:36.280 --> 00:59:37.280]  好
[00:59:37.280 --> 00:59:38.280]  好
[00:59:38.280 --> 00:59:39.280]  好
[00:59:39.280 --> 00:59:40.280]  好
[00:59:40.280 --> 00:59:41.280]  好
[00:59:41.280 --> 00:59:42.280]  好
[00:59:42.280 --> 00:59:43.280]  好
[00:59:43.280 --> 00:59:44.280]  好
[00:59:44.280 --> 00:59:45.280]  好
[00:59:45.280 --> 00:59:46.280]  好
[00:59:46.280 --> 00:59:47.280]  好
[00:59:47.280 --> 00:59:48.280]  好
[00:59:48.280 --> 00:59:49.280]  好
[00:59:49.280 --> 00:59:50.280]  好
[00:59:50.280 --> 00:59:51.280]  好
[00:59:51.280 --> 00:59:52.280]  好
[00:59:52.280 --> 00:59:53.280]  好
[00:59:53.280 --> 00:59:54.280]  好
[00:59:54.280 --> 00:59:55.280]  好
[00:59:55.280 --> 00:59:56.280]  好
[00:59:56.280 --> 00:59:57.280]  好
[00:59:57.280 --> 00:59:58.280]  好
[00:59:58.280 --> 00:59:59.280]  好
[00:59:59.280 --> 01:00:00.280]  好
[01:00:00.280 --> 01:00:01.280]  好
[01:00:01.280 --> 01:00:02.280]  好
[01:00:02.280 --> 01:00:03.280]  好
[01:00:03.280 --> 01:00:04.280]  好
[01:00:04.280 --> 01:00:05.280]  好
[01:00:05.280 --> 01:00:06.280]  好
[01:00:06.280 --> 01:00:07.280]  好
[01:00:07.280 --> 01:00:08.280]  好
[01:00:08.280 --> 01:00:09.280]  好
[01:00:09.280 --> 01:00:10.280]  好
[01:00:10.280 --> 01:00:11.280]  好
[01:00:11.280 --> 01:00:12.280]  好
[01:00:12.280 --> 01:00:13.280]  好
[01:00:13.280 --> 01:00:14.280]  好
[01:00:14.280 --> 01:00:15.280]  好
[01:00:15.280 --> 01:00:16.280]  好
[01:00:16.280 --> 01:00:17.280]  好
[01:00:17.280 --> 01:00:18.280]  好
[01:00:18.280 --> 01:00:19.280]  好
[01:00:19.280 --> 01:00:20.280]  好
[01:00:20.280 --> 01:00:21.280]  好
[01:00:21.280 --> 01:00:22.280]  好
[01:00:22.280 --> 01:00:23.280]  好
[01:00:23.280 --> 01:00:24.280]  好
[01:00:24.280 --> 01:00:25.280]  好
[01:00:25.280 --> 01:00:26.280]  好
[01:00:26.280 --> 01:00:27.280]  好
[01:00:27.280 --> 01:00:28.280]  好
[01:00:28.280 --> 01:00:29.280]  好
[01:00:29.280 --> 01:00:30.280]  好
[01:00:30.280 --> 01:00:31.280]  好
[01:00:31.280 --> 01:00:32.280]  好
[01:00:32.280 --> 01:00:33.280]  好
[01:00:33.280 --> 01:00:34.280]  好
[01:00:34.280 --> 01:00:35.280]  好
[01:00:35.280 --> 01:00:36.280]  好
[01:00:36.280 --> 01:00:37.280]  好
