[00:00:00.000 --> 00:00:02.800]  你告诉我哪来的
[00:49:12.200 --> 00:49:14.200]  这里的反光
[00:49:14.200 --> 00:49:16.200]  这里的反光
[00:49:16.200 --> 00:49:18.200]  这里的反光
[00:49:18.200 --> 00:49:20.200]  这里的反光
[00:49:20.200 --> 00:49:22.200]  这里的反光
[00:49:22.200 --> 00:49:24.200]  这里的反光
[00:49:24.200 --> 00:49:26.200]  这里的反光
[00:49:26.200 --> 00:49:28.200]  这里的反光
[00:49:28.200 --> 00:49:30.200]  这里的反光
[00:49:30.200 --> 00:49:32.200]  这里的反光
[00:49:32.200 --> 00:49:34.200]  这里的反光
[00:49:34.200 --> 00:49:36.200]  这里的反光
[00:49:36.200 --> 00:49:38.200]  这里的反光
[00:49:38.200 --> 00:49:40.200]  这里的反光
[00:49:40.200 --> 00:49:42.200]  这里的反光
[00:49:42.200 --> 00:49:44.200]  这里的反光
[00:49:44.200 --> 00:49:46.200]  这里的反光
[00:49:46.200 --> 00:49:48.200]  这里的反光
[00:49:48.200 --> 00:49:50.200]  这里的反光
[00:49:50.200 --> 00:49:52.200]  这里的反光
[00:49:52.200 --> 00:49:54.200]  这里的反光
[00:49:54.200 --> 00:49:56.200]  这里的反光
[00:49:56.200 --> 00:49:58.200]  这里的反光
[00:49:58.200 --> 00:50:00.200]  这里的反光
[00:50:00.200 --> 00:50:02.200]  这里的反光
[00:50:02.200 --> 00:50:04.200]  这里的反光
[00:50:04.200 --> 00:50:06.200]  这里的反光
[00:50:06.200 --> 00:50:08.200]  这里的反光
[00:50:08.200 --> 00:50:10.200]  这里的反光
[00:50:10.200 --> 00:50:12.200]  这里的反光
[00:50:12.200 --> 00:50:14.200]  这里的反光
[00:50:14.200 --> 00:50:16.200]  这里的反光
[00:50:16.200 --> 00:50:18.200]  这里的反光
[00:50:18.200 --> 00:50:20.200]  这里的反光
[00:50:20.200 --> 00:50:22.200]  这里的反光
[00:50:22.200 --> 00:50:24.200]  这里的反光
[00:50:24.200 --> 00:50:26.200]  这里的反光
[00:50:26.200 --> 00:50:28.200]  这里的反光
[00:50:28.200 --> 00:50:30.200]  这里的反光
[00:50:30.200 --> 00:50:32.200]  这里的反光
[00:50:32.200 --> 00:50:34.200]  这里的反光
[00:50:34.200 --> 00:50:36.200]  这里的反光
[00:50:36.200 --> 00:50:38.200]  这里的反光
[00:50:38.200 --> 00:50:40.200]  这里的反光
[00:50:40.200 --> 00:50:42.200]  这里的反光
[00:50:42.200 --> 00:50:44.200]  这里的反光
[00:50:44.200 --> 00:50:46.200]  这里的反光
[00:50:46.200 --> 00:50:48.200]  这里的反光
[00:50:48.200 --> 00:50:50.200]  这里的反光
[00:50:50.200 --> 00:50:52.200]  这里的反光
[00:50:52.200 --> 00:50:54.200]  这里的反光
[00:50:54.200 --> 00:50:56.200]  这里的反光
[00:50:56.200 --> 00:50:58.200]  这里的反光
[00:50:58.200 --> 00:51:00.200]  这里的反光
[00:51:00.200 --> 00:51:02.200]  这里的反光
[00:51:02.200 --> 00:51:04.200]  这里的反光
[00:51:04.200 --> 00:51:06.200]  这里的反光
[00:51:06.200 --> 00:51:08.200]  这里的反光
[00:51:08.200 --> 00:51:10.200]  这里的反光
[00:51:10.200 --> 00:51:12.200]  这里的反光
[00:51:12.200 --> 00:51:14.200]  这里的反光
[00:51:14.200 --> 00:51:16.200]  这里的反光
[00:51:16.200 --> 00:51:18.200]  这里的反光
[00:51:18.200 --> 00:51:20.200]  这里的反光
[00:51:20.200 --> 00:51:22.200]  这里的反光
[00:51:22.200 --> 00:51:24.200]  这里的反光
[00:51:24.200 --> 00:51:26.200]  这里的反光
[00:51:26.200 --> 00:51:28.200]  这里的反光
[00:51:28.200 --> 00:51:30.200]  这里的反光
[00:51:30.200 --> 00:51:32.200]  这里的反光
[00:51:32.200 --> 00:51:34.200]  这里的反光
[00:51:34.200 --> 00:51:36.200]  这里的反光
[00:51:36.200 --> 00:51:38.200]  这里的反光
[00:51:38.200 --> 00:51:40.200]  这里的反光
[00:51:40.200 --> 00:51:42.200]  这里的反光
[00:51:42.200 --> 00:51:44.200]  这里的反光
[00:51:44.200 --> 00:51:46.200]  这里的反光
[00:51:46.200 --> 00:51:48.200]  这里的反光
[00:51:48.200 --> 00:51:50.200]  这里的反光
[00:51:50.200 --> 00:51:52.200]  这里的反光
[00:51:52.200 --> 00:51:54.200]  这里的反光
[00:51:54.200 --> 00:51:56.200]  这里的反光
[00:51:56.200 --> 00:51:58.200]  这里的反光
[00:51:58.200 --> 00:52:00.200]  这里的反光
[00:52:00.200 --> 00:52:02.200]  这里的反光
[00:52:02.200 --> 00:52:04.200]  这里的反光
[00:52:04.200 --> 00:52:06.200]  这里的反光
[00:52:06.200 --> 00:52:08.200]  这里的反光
[00:52:08.200 --> 00:52:10.200]  这里的反光
[00:52:10.200 --> 00:52:12.200]  这里的反光
[00:52:12.200 --> 00:52:14.200]  这里的反光
[00:52:14.200 --> 00:52:16.200]  这里的反光
[00:52:16.200 --> 00:52:18.200]  这里的反光
[00:52:18.200 --> 00:52:20.200]  这里的反光
[00:52:20.200 --> 00:52:22.200]  这里的反光
[00:52:22.200 --> 00:52:24.200]  这里的反光
[00:52:24.200 --> 00:52:26.200]  这里的反光
[00:52:26.200 --> 00:52:28.200]  这里的反光
[00:52:28.200 --> 00:52:30.200]  这里的反光
[00:52:30.200 --> 00:52:32.200]  这里的反光
[00:52:32.200 --> 00:52:34.200]  这里的反光
[00:52:34.200 --> 00:52:36.200]  这里的反光
[00:52:36.200 --> 00:52:38.200]  这里的反光
[00:52:38.200 --> 00:52:40.200]  这里的反光
[00:52:40.200 --> 00:52:42.200]  这里的反光
[00:52:42.200 --> 00:52:44.200]  这里的反光
[00:52:44.200 --> 00:52:46.200]  这里的反光
[00:52:46.200 --> 00:52:48.200]  这里的反光
[00:52:48.200 --> 00:52:50.200]  这里的反光
[00:52:50.200 --> 00:52:52.200]  这里的反光
[00:52:52.200 --> 00:52:54.200]  这里的反光
[00:52:54.200 --> 00:52:56.200]  这里的反光
[00:52:56.200 --> 00:52:58.200]  这里的反光
[00:52:58.200 --> 00:53:00.200]  这里的反光
[00:53:00.200 --> 00:53:02.200]  这里的反光
[00:53:02.200 --> 00:53:04.200]  这里的反光
[00:53:04.200 --> 00:53:06.200]  这里的反光
[00:53:06.200 --> 00:53:08.200]  这里的反光
[00:53:08.200 --> 00:53:10.200]  这里的反光
[00:53:10.200 --> 00:53:12.200]  这里的反光
[00:53:12.200 --> 00:53:14.200]  这里的反光
[00:53:14.200 --> 00:53:16.200]  这里的反光
[00:53:16.200 --> 00:53:18.200]  这里的反光
[00:53:18.200 --> 00:53:20.200]  这里的反光
[00:53:20.200 --> 00:53:22.200]  这里的反光
[00:53:22.200 --> 00:53:24.200]  这里的反光
[00:53:24.200 --> 00:53:26.200]  这里的反光
[00:53:26.200 --> 00:53:28.200]  这里的反光
[00:53:28.200 --> 00:53:30.200]  这里的反光
[00:53:30.200 --> 00:53:32.200]  这里的反光
[00:53:32.200 --> 00:53:34.200]  这里的反光
[00:53:34.200 --> 00:53:36.200]  这里的反光
[00:53:36.200 --> 00:53:38.200]  这里的反光
[00:53:38.200 --> 00:53:40.200]  这里的反光
[00:53:40.200 --> 00:53:42.200]  这里的反光
[00:53:42.200 --> 00:53:44.200]  这里的反光
[00:53:44.200 --> 00:53:46.200]  这里的反光
[00:53:46.200 --> 00:53:48.200]  这里的反光
[00:53:48.200 --> 00:53:50.200]  这里的反光
[00:53:50.200 --> 00:53:52.200]  这里的反光
[00:53:52.200 --> 00:53:54.200]  这里的反光
[00:53:54.200 --> 00:53:56.200]  这里的反光
[00:53:56.200 --> 00:53:58.200]  这里的反光
[00:53:58.200 --> 00:54:00.200]  这里的反光
[00:54:00.200 --> 00:54:02.200]  这里的反光
[00:54:02.200 --> 00:54:04.200]  这里的反光
[00:54:04.200 --> 00:54:06.200]  这里的反光
[00:54:06.200 --> 00:54:08.200]  这里的反光
[00:54:08.200 --> 00:54:10.200]  这里的反光
[00:54:10.200 --> 00:54:12.200]  这里的反光
[00:54:12.200 --> 00:54:14.200]  这里的反光
[00:54:14.200 --> 00:54:16.200]  这里的反光
[00:54:16.200 --> 00:54:18.200]  这里的反光
[00:54:18.200 --> 00:54:20.200]  这里的反光
[00:54:20.200 --> 00:54:22.200]  这里的反光
[00:54:22.200 --> 00:54:24.200]  这里的反光
[00:54:24.200 --> 00:54:26.200]  这里的反光
[00:54:26.200 --> 00:54:28.200]  这里的反光
[00:54:28.200 --> 00:54:30.200]  这里的反光
[00:54:30.200 --> 00:54:32.200]  这里的反光
[00:54:32.200 --> 00:54:34.200]  这里的反光
[00:54:34.200 --> 00:54:36.200]  这里的反光
[00:54:36.200 --> 00:54:38.200]  这里的反光
[00:54:38.200 --> 00:54:40.200]  这里的反光
[00:54:40.200 --> 00:54:42.200]  这里的反光
[00:54:42.200 --> 00:54:44.200]  这里的反光
[00:54:44.200 --> 00:54:46.200]  这里的反光
[00:54:46.200 --> 00:54:48.200]  这里的反光
[00:54:48.200 --> 00:54:50.200]  这里的反光
[00:54:50.200 --> 00:54:52.200]  这里的反光
[00:54:52.200 --> 00:54:54.200]  这里的反光
[00:54:54.200 --> 00:54:56.200]  这里的反光
[00:54:56.200 --> 00:54:58.200]  这里的反光
[00:54:58.200 --> 00:55:00.200]  这里的反光
[00:55:00.200 --> 00:55:02.200]  这里的反光
[00:55:02.200 --> 00:55:04.200]  这里的反光
[00:55:04.200 --> 00:55:06.200]  这里的反光
[00:55:06.200 --> 00:55:08.200]  这里的反光
[00:55:08.200 --> 00:55:10.200]  这里的反光
[00:55:10.200 --> 00:55:12.200]  这里的反光
[00:55:12.200 --> 00:55:14.200]  这里的反光
[00:55:14.200 --> 00:55:16.200]  这里的反光
[00:55:16.200 --> 00:55:18.200]  这里的反光
[00:55:18.200 --> 00:55:20.200]  这里的反光
[00:55:20.200 --> 00:55:22.200]  这里的反光
[00:55:22.200 --> 00:55:24.200]  这里的反光
[00:55:24.200 --> 00:55:26.200]  这里的反光
[00:55:26.200 --> 00:55:28.200]  这里的反光
[00:55:28.200 --> 00:55:30.200]  这里的反光
[00:55:30.200 --> 00:55:32.200]  这里的反光
[00:55:32.200 --> 00:55:34.200]  这里的反光
[00:55:34.200 --> 00:55:36.200]  这里的反光
[00:55:36.200 --> 00:55:38.200]  这里的反光
[00:55:38.200 --> 00:55:40.200]  这里的反光
[00:55:40.200 --> 00:55:42.200]  这里的反光
[00:55:42.200 --> 00:55:44.200]  这里的反光
[00:55:44.200 --> 00:55:46.200]  这里的反光
[00:55:46.200 --> 00:55:48.200]  这里的反光
[00:55:48.200 --> 00:55:50.200]  这里的反光
[00:55:50.200 --> 00:55:52.200]  这里的反光
[00:55:52.200 --> 00:55:54.200]  这里的反光
[00:55:54.200 --> 00:55:56.200]  这里的反光
[00:55:56.200 --> 00:55:58.200]  这里的反光
[00:55:58.200 --> 00:56:00.200]  这里的反光
[00:56:00.200 --> 00:56:02.200]  这里的反光
[00:56:02.200 --> 00:56:04.200]  这里的反光
[00:56:04.200 --> 00:56:06.200]  这里的反光
[00:56:06.200 --> 00:56:08.200]  这里的反光
[00:56:08.200 --> 00:56:10.200]  这里的反光
[00:56:10.200 --> 00:56:12.200]  这里的反光
[00:56:12.200 --> 00:56:14.200]  这里的反光
[00:56:14.200 --> 00:56:16.200]  这里的反光
[00:56:16.200 --> 00:56:18.200]  这里的反光
[00:56:18.200 --> 00:56:20.200]  这里的反光
[00:56:20.200 --> 00:56:22.200]  这里的反光
[00:56:22.200 --> 00:56:24.200]  这里的反光
[00:56:24.200 --> 00:56:26.200]  这里的反光
[00:56:26.200 --> 00:56:28.200]  这里的反光
[00:56:28.200 --> 00:56:30.200]  这里的反光
[00:56:30.200 --> 00:56:32.200]  这里的反光
[00:56:32.200 --> 00:56:34.200]  这里的反光
[00:56:34.200 --> 00:56:36.200]  这里的反光
[00:56:36.200 --> 00:56:38.200]  这里的反光
[00:56:38.200 --> 00:56:40.200]  这里的反光
[00:56:40.200 --> 00:56:42.200]  这里的反光
[00:56:42.200 --> 00:56:44.200]  这里的反光
[00:56:44.200 --> 00:56:46.200]  这里的反光
[00:56:46.200 --> 00:56:48.200]  这里的反光
[00:56:48.200 --> 00:56:50.200]  这里的反光
[00:56:50.200 --> 00:56:52.200]  这里的反光
[00:56:52.200 --> 00:56:54.200]  这里的反光
[00:56:54.200 --> 00:56:56.200]  这里的反光
[00:56:56.200 --> 00:56:58.200]  这里的反光
[00:56:58.200 --> 00:57:00.200]  这里的反光
[00:57:00.200 --> 00:57:02.200]  这里的反光
[00:57:02.200 --> 00:57:04.200]  这里的反光
[00:57:04.200 --> 00:57:06.200]  这里的反光
[00:57:06.200 --> 00:57:08.200]  这里的反光
[00:57:08.200 --> 00:57:10.200]  这里的反光
[00:57:10.200 --> 00:57:12.200]  这里的反光
[00:57:12.200 --> 00:57:14.200]  这里的反光
[00:57:14.200 --> 00:57:16.200]  这里的反光
[00:57:16.200 --> 00:57:18.200]  这里的反光
[00:57:18.200 --> 00:57:20.200]  这里的反光
[00:57:20.200 --> 00:57:22.200]  这里的反光
[00:57:22.200 --> 00:57:24.200]  这里的反光
[00:57:24.200 --> 00:57:26.200]  这里的反光
[00:57:26.200 --> 00:57:28.200]  这里的反光
[00:57:28.200 --> 00:57:30.200]  这里的反光
[00:57:30.200 --> 00:57:32.200]  这里的反光
[00:57:32.200 --> 00:57:34.200]  这里的反光
[00:57:34.200 --> 00:57:36.200]  这里的反光
[00:57:36.200 --> 00:57:38.200]  这里的反光
[00:57:38.200 --> 00:57:40.200]  这里的反光
[00:57:40.200 --> 00:57:42.200]  这里的反光
[00:57:42.200 --> 00:57:44.200]  这里的反光
[00:57:44.200 --> 00:57:46.200]  这里的反光
[00:57:46.200 --> 00:57:48.200]  这里的反光
[00:57:48.200 --> 00:57:50.200]  这里的反光
[00:57:50.200 --> 00:57:52.200]  这里的反光
[00:57:52.200 --> 00:57:54.200]  这里的反光
[00:57:54.200 --> 00:57:56.200]  这里的反光
[00:57:56.200 --> 00:57:58.200]  这里的反光
[00:57:58.200 --> 00:58:00.200]  这里的反光
[00:58:00.200 --> 00:58:02.200]  这里的反光
[00:58:02.200 --> 00:58:04.200]  这里的反光
[00:58:04.200 --> 00:58:06.200]  这里的反光
[00:58:06.200 --> 00:58:08.200]  这里的反光
[00:58:08.200 --> 00:58:10.200]  这里的反光
[00:58:10.200 --> 00:58:12.200]  这里的反光
[00:58:12.200 --> 00:58:14.200]  这里的反光
[00:58:14.200 --> 00:58:16.200]  这里的反光
[00:58:16.200 --> 00:58:18.200]  这里的反光
[00:58:18.200 --> 00:58:20.200]  这里的反光
[00:58:20.200 --> 00:58:22.200]  这里的反光
[00:58:22.200 --> 00:58:24.200]  这里的反光
[00:58:24.200 --> 00:58:26.200]  这里的反光
[00:58:26.200 --> 00:58:28.200]  这里的反光
[00:58:28.200 --> 00:58:30.200]  这里的反光
[00:58:30.200 --> 00:58:32.200]  这里的反光
[00:58:32.200 --> 00:58:34.200]  这里的反光
[00:58:34.200 --> 00:58:36.200]  这里的反光
[00:58:36.200 --> 00:58:38.200]  这里的反光
[00:58:38.200 --> 00:58:40.200]  这里的反光
[00:58:40.200 --> 00:58:42.200]  这里的反光
[00:58:42.200 --> 00:58:44.200]  这里的反光
[00:58:44.200 --> 00:58:46.200]  这里的反光
[00:58:46.200 --> 00:58:48.200]  这里的反光
[00:58:48.200 --> 00:58:50.200]  这里的反光
[00:58:50.200 --> 00:58:52.200]  这里的反光
[00:58:52.200 --> 00:58:54.200]  这里的反光
[00:58:54.200 --> 00:58:56.200]  这里的反光
[00:58:56.200 --> 00:58:58.200]  这里的反光
[00:58:58.200 --> 00:59:00.200]  这里的反光
[00:59:00.200 --> 00:59:02.200]  这里的反光
[00:59:02.200 --> 00:59:04.200]  这里的反光
[00:59:04.200 --> 00:59:06.200]  这里的反光
[00:59:06.200 --> 00:59:08.200]  这里的反光
[00:59:08.200 --> 00:59:10.200]  这里的反光
[00:59:10.200 --> 00:59:12.200]  这里的反光
[00:59:12.200 --> 00:59:14.200]  这里的反光
[00:59:14.200 --> 00:59:16.200]  这里的反光
[00:59:16.200 --> 00:59:18.200]  这里的反光
[00:59:18.200 --> 00:59:20.200]  这里的反光
[00:59:20.200 --> 00:59:22.200]  这里的反光
[00:59:22.200 --> 00:59:24.200]  这里的反光
[00:59:24.200 --> 00:59:26.200]  这里的反光
[00:59:26.200 --> 00:59:28.200]  这里的反光
[00:59:28.200 --> 00:59:30.200]  这里的反光
[00:59:30.200 --> 00:59:32.200]  这里的反光
[00:59:32.200 --> 00:59:34.200]  这里的反光
[00:59:34.200 --> 00:59:36.200]  这里的反光
[00:59:36.200 --> 00:59:38.200]  这里的反光
[00:59:38.200 --> 00:59:40.200]  这里的反光
[00:59:40.200 --> 00:59:42.200]  这里的反光
[00:59:42.200 --> 00:59:44.200]  这里的反光
[00:59:44.200 --> 00:59:46.200]  这里的反光
[00:59:46.200 --> 00:59:48.200]  这里的反光
[00:59:48.200 --> 00:59:50.200]  这里的反光
[00:59:50.200 --> 00:59:52.200]  这里的反光
[00:59:52.200 --> 00:59:54.200]  这里的反光
[00:59:54.200 --> 00:59:56.200]  这里的反光
[00:59:56.200 --> 00:59:58.200]  这里的反光
[00:59:58.200 --> 01:00:00.200]  这里的反光
[01:00:00.200 --> 01:00:02.200]  这里的反光
[01:00:02.200 --> 01:00:04.200]  这里的反光
[01:00:04.200 --> 01:00:06.200]  这里的反光
[01:00:06.200 --> 01:00:08.200]  这里的反光
[01:00:08.200 --> 01:00:10.200]  这里的反光
[01:00:10.200 --> 01:00:12.200]  这里的反光
[01:00:12.200 --> 01:00:14.200]  这里的反光
[01:00:14.200 --> 01:00:16.200]  这里的反光
[01:00:16.200 --> 01:00:18.200]  这里的反光
[01:00:18.200 --> 01:00:20.200]  这里的反光
[01:00:20.200 --> 01:00:22.200]  这里的反光
[01:00:22.200 --> 01:00:24.200]  这里的反光
[01:00:24.200 --> 01:00:26.200]  这里的反光
[01:00:26.200 --> 01:00:28.200]  这里的反光
[01:00:28.200 --> 01:00:30.200]  这里的反光
[01:00:30.200 --> 01:00:32.200]  这里的反光
[01:00:32.200 --> 01:00:34.200]  这里的反光
[01:00:34.200 --> 01:00:36.200]  这里的反光
[01:00:36.200 --> 01:00:38.200]  这里的反光
[01:00:38.200 --> 01:00:40.200]  这里的反光
[01:00:40.200 --> 01:00:42.200]  这里的反光
[01:00:42.200 --> 01:00:44.200]  这里的反光
[01:00:44.200 --> 01:00:46.200]  这里的反光
[01:00:46.200 --> 01:00:48.200]  这里的反光
[01:00:48.200 --> 01:00:50.200]  这里的反光
[01:00:50.200 --> 01:00:52.200]  这里的反光
[01:00:52.200 --> 01:00:54.200]  这里的反光
[01:00:54.200 --> 01:00:56.200]  这里的反光
[01:00:56.200 --> 01:00:58.200]  这里的反光
[01:00:58.200 --> 01:01:00.200]  这里的反光
[01:01:00.200 --> 01:01:02.200]  这里的反光
[01:01:02.200 --> 01:01:04.200]  这里的反光
[01:01:04.200 --> 01:01:06.200]  这里的反光
[01:01:06.200 --> 01:01:08.200]  这里的反光
[01:01:08.200 --> 01:01:10.200]  这里的反光
[01:01:10.200 --> 01:01:12.200]  这里的反光
[01:01:12.200 --> 01:01:14.200]  这里的反光
[01:01:14.200 --> 01:01:16.200]  这里的反光
[01:01:16.200 --> 01:01:18.200]  这里的反光
[01:01:18.200 --> 01:01:20.200]  这里的反光
[01:01:20.200 --> 01:01:22.200]  这里的反光
[01:01:22.200 --> 01:01:24.200]  这里的反光
[01:01:24.200 --> 01:01:26.200]  这里的反光
[01:01:26.200 --> 01:01:28.200]  这里的反光
[01:01:28.200 --> 01:01:30.200]  这里的反光
[01:01:30.200 --> 01:01:32.200]  这里的反光
[01:01:32.200 --> 01:01:34.200]  这里的反光
[01:01:34.200 --> 01:01:36.200]  这里的反光
[01:01:36.200 --> 01:01:38.200]  这里的反光
[01:01:38.200 --> 01:01:40.200]  这里的反光
[01:01:40.200 --> 01:01:42.200]  这里的反光
[01:01:42.200 --> 01:01:44.200]  这里的反光
[01:01:44.200 --> 01:01:46.200]  这里的反光
[01:01:46.200 --> 01:01:48.200]  这里的反光
[01:01:48.200 --> 01:01:50.200]  这里的反光
[01:01:50.200 --> 01:01:52.200]  这里的反光
[01:01:52.200 --> 01:01:54.200]  这里的反光
[01:01:54.200 --> 01:01:56.200]  这里的反光
[01:01:56.200 --> 01:01:58.200]  这里的反光
[01:01:58.200 --> 01:02:00.200]  这里的反光
[01:02:00.200 --> 01:02:02.200]  这里的反光
[01:02:02.200 --> 01:02:04.200]  这里的反光
[01:02:04.200 --> 01:02:06.200]  这里的反光
[01:02:06.200 --> 01:02:08.200]  这里的反光
[01:02:08.200 --> 01:02:10.200]  这里的反光
[01:02:10.200 --> 01:02:12.200]  这里的反光
[01:02:12.200 --> 01:02:14.200]  这里的反光
[01:02:14.200 --> 01:02:16.200]  这里的反光
[01:02:16.200 --> 01:02:18.200]  这里的反光
[01:02:18.200 --> 01:02:20.200]  这里的反光
[01:02:20.200 --> 01:02:22.200]  这里的反光
[01:02:22.200 --> 01:02:24.200]  这里的反光
[01:02:24.200 --> 01:02:26.200]  这里的反光
[01:02:26.200 --> 01:02:28.200]  这里的反光
[01:02:28.200 --> 01:02:30.200]  这里的反光
[01:02:30.200 --> 01:02:32.200]  这里的反光
[01:02:32.200 --> 01:02:34.200]  这里的反光
[01:02:34.200 --> 01:02:36.200]  这里的反光
[01:02:36.200 --> 01:02:38.200]  这里的反光
[01:02:38.200 --> 01:02:40.200]  这里的反光
[01:02:40.200 --> 01:02:42.200]  这里的反光
[01:02:42.200 --> 01:02:44.200]  这里的反光
[01:02:44.200 --> 01:02:46.200]  这里的反光
[01:02:46.200 --> 01:02:48.200]  这里的反光
[01:02:48.200 --> 01:02:50.200]  这里的反光
[01:02:50.200 --> 01:02:52.200]  这里的反光
[01:02:52.200 --> 01:02:54.200]  这里的反光
[01:02:54.200 --> 01:02:56.200]  这里的反光
[01:02:56.200 --> 01:02:58.200]  这里的反光
[01:02:58.200 --> 01:03:00.200]  这里的反光
[01:03:00.200 --> 01:03:02.200]  这里的反光
[01:03:02.200 --> 01:03:04.200]  这里的反光
[01:03:04.200 --> 01:03:06.200]  这里的反光
[01:03:06.200 --> 01:03:08.200]  这里的反光
[01:03:08.200 --> 01:03:10.200]  这里的反光
[01:03:10.200 --> 01:03:12.200]  这里的反光
[01:03:12.200 --> 01:03:14.200]  这里的反光
[01:03:14.200 --> 01:03:16.200]  这里的反光
[01:03:16.200 --> 01:03:18.200]  这里的反光
[01:03:18.200 --> 01:03:20.200]  这里的反光
[01:03:20.200 --> 01:03:22.200]  这里的反光
[01:03:22.200 --> 01:03:24.200]  这里的反光
[01:03:24.200 --> 01:03:26.200]  这里的反光
[01:03:26.200 --> 01:03:28.200]  这里的反光
[01:03:28.200 --> 01:03:30.200]  这里的反光
[01:03:30.200 --> 01:03:32.200]  这里的反光
[01:03:32.200 --> 01:03:34.200]  这里的反光
[01:03:34.200 --> 01:03:36.200]  这里的反光
[01:03:36.200 --> 01:03:38.200]  这里的反光
[01:03:38.200 --> 01:03:40.200]  这里的反光
[01:03:40.200 --> 01:03:42.200]  这里的反光
[01:03:42.200 --> 01:03:44.200]  这里的反光
[01:03:44.200 --> 01:03:46.200]  这里的反光
[01:03:46.200 --> 01:03:48.200]  这里的反光
[01:03:48.200 --> 01:03:50.200]  这里的反光
[01:03:50.200 --> 01:03:52.200]  这里的反光
[01:03:52.200 --> 01:03:54.200]  这里的反光
[01:03:54.200 --> 01:03:56.200]  这里的反光
[01:03:56.200 --> 01:03:58.200]  这里的反光
[01:03:58.200 --> 01:04:00.200]  这里的反光
[01:04:00.200 --> 01:04:02.200]  这里的反光
[01:04:02.200 --> 01:04:04.200]  这里的反光
[01:04:04.200 --> 01:04:06.200]  这里的反光
[01:04:06.200 --> 01:04:08.200]  这里的反光
[01:04:08.200 --> 01:04:10.200]  这里的反光
[01:04:10.200 --> 01:04:12.200]  这里的反光
[01:04:12.200 --> 01:04:14.200]  这里的反光
[01:04:14.200 --> 01:04:16.200]  这里的反光
[01:04:16.200 --> 01:04:18.200]  这里的反光
[01:04:18.200 --> 01:04:20.200]  这里的反光
[01:04:20.200 --> 01:04:22.200]  这里的反光
[01:04:22.200 --> 01:04:24.200]  这里的反光
[01:04:24.200 --> 01:04:26.200]  这里的反光
[01:04:26.200 --> 01:04:28.200]  这里的反光
[01:04:28.200 --> 01:04:30.200]  这里的反光
[01:04:30.200 --> 01:04:32.200]  这里的反光
[01:04:32.200 --> 01:04:34.200]  这里的反光
[01:04:34.200 --> 01:04:36.200]  这里的反光
[01:04:36.200 --> 01:04:38.200]  这里的反光
[01:04:38.200 --> 01:04:40.200]  这里的反光
[01:04:40.200 --> 01:04:42.200]  这里的反光
[01:04:42.200 --> 01:04:44.200]  这里的反光
[01:04:44.200 --> 01:04:46.200]  这里的反光
[01:04:46.200 --> 01:04:48.200]  这里的反光
[01:04:48.200 --> 01:04:50.200]  这里的反光
[01:04:50.200 --> 01:04:52.200]  这里的反光
[01:04:52.200 --> 01:04:54.200]  这里的反光
[01:04:54.200 --> 01:04:56.200]  这里的反光
[01:04:56.200 --> 01:04:58.200]  这里的反光
[01:04:58.200 --> 01:05:00.200]  这里的反光
[01:05:00.200 --> 01:05:02.200]  这里的反光
[01:05:02.200 --> 01:05:04.200]  这里的反光
[01:05:04.200 --> 01:05:06.200]  这里的反光
[01:05:06.200 --> 01:05:08.200]  这里的反光
[01:05:08.200 --> 01:05:10.200]  这里的反光
[01:05:10.200 --> 01:05:12.200]  这里的反光
[01:05:12.200 --> 01:05:14.200]  这里的反光
[01:05:14.200 --> 01:05:16.200]  这里的反光
[01:05:16.200 --> 01:05:18.200]  这里的反光
[01:05:18.200 --> 01:05:20.200]  这里的反光
[01:05:20.200 --> 01:05:22.200]  这里的反光
[01:05:22.200 --> 01:05:24.200]  这里的反光
[01:05:24.200 --> 01:05:26.200]  这里的反光
[01:05:26.200 --> 01:05:28.200]  这里的反光
[01:05:28.200 --> 01:05:30.200]  这里的反光
[01:05:30.200 --> 01:05:32.200]  这里的反光
[01:05:32.200 --> 01:05:34.200]  这里的反光
[01:05:34.200 --> 01:05:36.200]  这里的反光
[01:05:36.200 --> 01:05:38.200]  这里的反光
[01:05:38.200 --> 01:05:40.200]  这里的反光
[01:05:40.200 --> 01:05:42.200]  这里的反光
[01:05:42.200 --> 01:05:44.200]  这里的反光
[01:05:44.200 --> 01:05:46.200]  这里的反光
[01:05:46.200 --> 01:05:48.200]  这里的反光
[01:05:48.200 --> 01:05:50.200]  这里的反光
[01:05:50.200 --> 01:05:52.200]  这里的反光
[01:05:52.200 --> 01:05:54.200]  这里的反光
[01:05:54.200 --> 01:05:56.200]  这里的反光
[01:05:56.200 --> 01:05:58.200]  这里的反光
[01:05:58.200 --> 01:06:00.200]  这里的反光
[01:06:00.200 --> 01:06:02.200]  这里的反光
[01:06:02.200 --> 01:06:04.200]  这里的反光
[01:06:04.200 --> 01:06:06.200]  这里的反光
[01:06:06.200 --> 01:06:08.200]  这里的反光
[01:06:08.200 --> 01:06:10.200]  这里的反光
[01:06:10.200 --> 01:06:12.200]  这里的反光
[01:06:12.200 --> 01:06:14.200]  这里的反光
[01:06:14.200 --> 01:06:16.200]  这里的反光
[01:06:16.200 --> 01:06:18.200]  这里的反光
[01:06:18.200 --> 01:06:20.200]  这里的反光
[01:06:20.200 --> 01:06:22.200]  这里的反光
[01:06:22.200 --> 01:06:24.200]  这里的反光
[01:06:24.200 --> 01:06:26.200]  这里的反光
